MENU_ITEM_NAME,AVERAGE_ITEM_PRICE,ITEM_QUANTITY,ITEM_NET_AMOUNT
Boodles Gin,9.66,85.00,779.97
Burial Lightgrinder,7.44,81.00,576.00
Canyon Road Chardonnay 6*,8.00,85.00,655.68
Hi Wire HI Wire 10w 40 Pumpkin Spice,6.61,83.00,516.58
Prairie Spicy Pickle Monster,5.02,83.00,409.35
StillFire OFarrells Irish Red,5.76,84.00,472.00
B. Nektar Zombie Killer,7.75,80.00,596.00
Sceptre Mastodons Sickle & Peace,5.87,84.00,482.18
Senorita THC Margarita can,10.00,85.00,799.43
Side of Sweet Baby Rays BBQ Sauce,0.50,84.00,40.50
Side of Large Queso*,1.00,82.00,65.50
Side of Ketchup,0.00,83.00,0.00
Southern Tier Creme Brulee,4.83,81.00,375.51
Abita Turbodog,5.23,83.00,416.95
Brass Tap Cheesesteak (Fall25),15.83,81.00,1225.19
Einstock Einstok Icelandic Arctic Berry Ale,6.88,78.00,524.37
Gate City Terminus Porter With Chocolate And Raspberry,4.75,81.00,376.06
Homestyle Skillet,14.49,80.00,1107.62
Creature Gaucho De La Playa,7.26,80.00,540.78
Joel Gott Pinot Noir 6oz,12.50,81.00,965.70
Mushroom & Swiss Cheesesteak (Fall25),15.28,80.00,1137.45
Scofflaw Float Watermelon Lime Shandy,5.83,81.00,459.23
Side of Chili Crisp Sauce*,0.50,79.00,36.16
Creature Comforts Athena Paradiso with Dark Berry,5.05,79.00,363.00
Schoolhouse McHazys,7.91,79.00,560.97
Schoolhouse Per My Last E Mail,7.18,79.00,558.00
Side of Utah Sauce,0.50,75.00,34.42
Lunetta Prosecco 187ml btl,10.75,75.00,806.00
Old Nation M 43 NEIPA,7.43,77.00,567.20
Schoolhouse Snarkasm,7.62,74.00,537.00
Schramms The Statement,10.46,78.00,807.43
Side of Sour Cream,0.50,75.00,33.25
Creature Comforts Neon Cylinders: Sun Glow,5.45,77.00,397.14
Modelo Especial btl,5.00,76.00,378.10
Tap Salad w Chicken,14.39,75.00,963.62
Wicked Weed Barrel Aged Smores Stout,6.22,77.00,459.77
Gate City Grinch Juice,4.79,76.00,351.40
Kim Crawford Sauvignon Blanc 6,11.84,75.00,881.00
Left Hand Candy Cane Nitro Milk Stout,3.49,77.00,265.67
Ommegang Nitro Three Philosophers,6.63,72.00,477.00
Aslin Daddy Juice,4.49,73.00,298.25
Pretzel w/Beer Cheese (Fall25),9.53,73.00,661.28
Creature Comforts Koko Buni,6.23,74.00,442.62
Johnnie Walker Black,11.32,71.00,765.50
Liquid Death Severed Lime can,5.18,74.00,370.24
Side of Small Guacamole,2.02,73.00,131.20
Woodford Double Oaked Bourbon,19.72,75.00,1400.66
Pontoon Rainbow Smiggles,5.66,71.00,362.00
Viking Alchemist Bliss,6.41,70.00,435.50
Four Roses Small Batch Bourbon,10.96,74.00,803.80
Senorita Lime Margarita 5mg THC can,10.00,70.00,635.00
Side of Large Guacamole*,2.04,68.00,125.60
Sullivans Black Marble Stout,7.57,72.00,539.10
Bells Hopslam 2024,5.83,69.00,402.00
Blackberry Farm Grilled Cheese,11.26,71.00,689.75
Brass Tap Tea,3.00,68.00,204.00
Orange Juice,3.29,70.00,223.50
Parish SIPS Sunrise,5.53,70.00,375.75
Variant Cloud Forager,5.93,69.00,393.00
Allagash North Sky,6.74,62.00,408.72
Paulaner Oktoberfest,7.56,68.00,504.47
Side of Sour Cream*,0.50,69.00,32.77
Bells Oberon can,5.63,67.00,356.00
Clown Shoes Pecan Pie Porter,6.00,66.00,373.90
Founders KBS (Kentucky Breakfast Stout) btl,9.00,65.00,530.00
Service Rally Point,5.14,65.00,321.40
Shacksbury Sweater Weather,4.54,69.00,304.50
Side of Malt Vinegar Aioli,0.51,69.00,33.62
Abita Jockamo Juicy IPA,5.46,67.00,351.00
Bells Amber Ale,5.96,68.00,391.00
Cruz Blanca Mexico Calling,5.37,67.00,360.00
New Holland Dragons Milk btl,7.12,68.00,474.73
StillFire Thoroughly Good Bourbon Barrel Aged Scotch Ale,7.62,65.00,471.88
15 Boneless Wings,23.07,61.00,1343.01
Bold Monk Festbier,6.80,64.00,432.24
Dahlonega Sky Squirrel Sour,6.41,66.00,382.30
Dogfish Head Citrus Squall,4.88,67.00,327.00
NEW - Impossible Nachos,18.95,65.00,1089.24
Spiced Peach Cobbler Shot,6.00,67.00,357.72
Burial Prophetmaker,6.05,65.00,381.75
NUTRL Watermelon Seltzer can,7.32,66.00,468.00
New Belgium Voodoo Ranger Juicy Haze IPA,6.36,67.00,419.00
Producer Mezcal,10.39,71.00,636.79
Red Bull Sugar Free,4.00,66.00,180.88
Side of Korean BBQ Sauce*,0.50,65.00,31.86
Southern Brewing Red and Black,5.45,65.00,344.50
St. Bernardus Abt 12,8.76,62.00,519.00
Reformation Base Camp Freeman Trail,5.97,70.00,404.70
Side of Small Guacamole*,2.00,65.00,118.16
Urban Tree Blueberry,6.55,64.00,403.00
Chateau St Jean Bijou Rose 6,8.00,62.00,487.74
Egg,3.07,67.00,125.00
Hitachino Nest White Ale btl,8.75,64.00,477.70
Hot Dog,8.13,64.00,304.37
Strawberry Tea Refresh,7.50,63.00,457.50
Terrapin Wake n Bake Coffee Oatmeal Imperial Stout,5.89,63.00,347.59
Wild Heaven Emergency Drinking Beer can,5.59,68.00,362.00
Piedmont Christmas In The Twighlight Of Humanity,4.05,66.00,239.00
Saison Dupont,8.00,60.00,452.00
Side Jalapenos,0.98,60.00,55.90
Sycamore Honeysuckle,4.89,62.00,301.25
Sycamore Mango Cider,4.08,60.00,224.50
Biscuits & Gravy,4.50,59.00,165.13
HH Brussel Sprouts,8.00,59.00,458.01
Pacifico,5.32,62.00,327.96
Senorita Grapefruit Paloma Margarita 5mg THC can,10.00,65.00,627.00
Senorita Mango Agave Margarita 5mg THC can,10.00,58.00,555.00
Side of Teriyaki*,0.50,61.00,27.32
The Brewing Projekt Puff Tart XL Pineapple Passionfruit Guava,6.15,60.00,349.00
Tripping Animals Ghost With The Most,10.05,60.00,531.50
Bold Rock Blackberry,5.05,61.00,304.50
Grand Marnier Liqueur,9.38,60.00,509.84
Hi Wire Churo 10W 40 Imperial Stout,6.78,59.00,356.06
Panchos Tots,9.14,57.00,471.50
Pontoon Aquatronic,5.73,59.00,326.94
Scofflaw Pogzilla Double IPA,7.07,60.00,405.71
Achouffe La Chouffe,7.97,61.00,477.00
The Paloma Cocktail - LM,11.50,56.00,644.00
Truly Spiked & Sparkling Wild Berry can,5.97,62.00,313.00
450 North Slushy XL Mmm Donuts,4.06,63.00,213.00
Boulevard Tank 7 Farmhouse Ale,6.71,55.00,329.00
Meridian Hive Orange Dreamsicle,6.16,56.00,306.75
New - Asian BBQ Crispy Chicken Sandwich,14.80,57.00,706.00
Glenlivet 12yr Scotch,17.38,61.00,1060.00
Red Hare Tangerine SPF 50 50,6.82,55.00,338.00
StillFire Detonator Dopplebock,7.18,57.00,401.53
Three Taverns Prince of Pilsen,5.29,55.00,291.00
Canyon Road Merlot 6*,8.00,57.00,436.80
LHH Wheatley Vodka,6.55,64.00,416.00
Jose Cuervo Tradicional Reposado,10.68,53.00,558.00
Lunch Titos & Soda DBL,10.00,55.00,550.00
Mezcal Marg,9.00,59.00,525.60
New Realm Kennesaw State University Owl In can,7.04,56.00,351.40
Shiner Oktoberfest,8.80,56.00,478.00
Side of Mayonnaise,0.35,58.00,19.00
StillFire StillFire Yule Shoot Your Ale Out,3.80,55.00,209.00
The Finnish Long Drink Cranberry can,7.50,55.00,393.21
Avery Ellies Brown Ale,5.70,50.00,262.25
Edmunds Oast Spatial Distortion,5.85,54.00,307.58
Fall Line Daily Rind,5.89,54.00,315.69
Labatt,4.00,54.00,204.58
Monday Night Dr. Robot CAN,9.89,54.00,502.00
Pontoon Punch,5.84,55.00,292.55
Tripping Animals Even More Six Years Fluff: Tropical Fluff,6.83,53.00,310.00
Yazoo Sue,6.06,52.00,315.00
Dechutes Kernza Lager,7.91,54.00,427.00
Hendricks Gin,9.15,54.00,488.80
Honest AbeHouse Mexican Lollipop Watermelon Habanero,5.09,53.00,259.45
Pepperoni Pizza Cheeseburger Sliders,12.07,54.00,578.22
Sun Cruiser Lemonade Iced Tea can,8.00,56.00,434.14
Three Taverns Lord Grey can,5.88,49.00,288.00
Westmalle Trappist Tripel btl,8.81,54.00,453.94
Edmunds Oast The Dark Stuff,7.65,52.00,388.97
Guinness 0.0 can,7.00,51.00,339.29
Little Cottage 404 Number of the East,6.06,52.00,296.47
Prairie Thai Delight,6.24,51.00,287.25
Schoolhouse Take A Look,6.34,53.00,286.00
Side Jalapenos*,1.01,51.00,51.30
Side of Mayonnaise*,0.00,54.00,0.00
Six Bridges Sour Continuum with Blueberry,4.77,52.00,240.83
StillFire Hoochie Mama Milk Stout Nitro,5.67,53.00,292.50
Akademia Shiver,7.50,52.00,371.00
Goat Island Blood Orange Berliner Weisse,8.10,51.00,403.00
Left Hand Pumpkin Spice Latte Nitro,5.48,52.00,284.18
Madria Sangria White*,9.00,49.00,432.00
The Botanist Islay Dry Gin,11.45,50.00,567.00
Untitled Art Rocket Popsicle Hard Seltzer,6.17,47.00,282.00
Bold Rock Strawberry Lime,6.94,52.00,233.00
High Noon Grapefruit can,7.00,47.00,329.00
Hoegaarden Original btl,4.94,49.00,225.50
New Realm Blackberry Smoke,4.88,48.00,228.00
New Realm El Guapo Agave,4.80,51.00,241.50
Six Bridges Silent Accord,6.18,51.00,303.00
Stone Double Delicious can,5.50,51.00,268.95
Tripping Animals Burial Bloodfang,7.10,50.00,333.66
Wicked Weed Blue Razz Burst,5.90,50.00,286.70
Fall Line Cloudbreaker,7.20,50.00,354.05
Maui Coconut Hiwa Porter,5.59,49.00,266.49
Monday Night Gasoline Dreams,7.35,49.00,360.00
Pipeworks Blood of the Unicorn,4.42,48.00,209.60
Rhinegeist Truth,6.91,46.00,310.00
Service Freedom Machine Juicy IPA,8.28,50.00,405.00
Side of Korean BBQ Sauce,0.50,49.00,24.50
Stone Pilsner for the People can,5.00,45.00,220.00
Urban Tree Wild On Cherry can,6.00,47.00,276.00
Yo Ho Sorry Sakura Mochi Stout can,3.67,45.00,153.61
Angels Envy Bourbon,14.55,51.00,730.00
Bulleit Rye Whiskey,10.61,49.00,520.08
Cartecay River JBs River Rider Blood Orange Guava IPA,7.14,50.00,341.70
Jose Cuervo Gold,6.40,52.00,235.87
Keef Cola 10mg btl,12.00,48.00,568.00
Moody Tongue Black Lager,7.96,49.00,388.00
Moody Tongue Grapefruit Gose,5.61,49.00,273.75
Samuel Adams Winter White Ale,5.69,48.00,266.56
Creature Comforts The Silent World,5.78,46.00,257.73
Ginger Beer,2.15,47.00,101.00
Gulden Draak btl,10.00,44.00,430.39
Khonso Joyland,5.61,46.00,250.00
Left Hand Peanut Butter Milk Stout Nitro btl,5.00,44.00,205.43
Lunch Marg,5.15,47.00,242.00
Mast Landing Gunners Daughter,7.20,46.00,324.95
New Holland Dragons Milk Reserve Oatmeal Cookie,6.48,46.00,285.50
NoFo Bluebird Day,5.80,50.00,284.77
Side of Spicy Mustard*,0.50,46.00,22.30
Sierra Nevada Oktoberfest,5.83,46.00,252.50
Baby Guinness,5.50,40.00,220.00
Mason Maximum Effort,7.60,47.00,348.00
Noah River Cabernet 6oz,7.00,45.00,305.02
Scofflaw Juice Quest IPA,5.70,46.00,262.00
Service Savannah Bananas,5.87,47.00,259.26
Sycamore Brewing Christmas Cookie Winter Ale,3.70,46.00,165.00
Samuel Adams Cold Snap,6.01,40.00,240.50
Schoolhouse MILF,5.30,44.00,224.58
Southern 7AM,5.70,44.00,229.99
SweetWater Georgia Kisses,6.58,45.00,256.00
Co Printers Ale Orange Creamsicle Sour,6.34,44.00,262.50
Corona Premier btl,6.00,44.00,264.00
Evil Twin Even More Irish Jesus can,9.00,45.00,355.68
Hi Wire Irish Cream 10W 40 Imperial Stout,5.89,40.00,224.25
PB&J Shot*,5.00,46.00,224.40
Side of Mustard,0.50,43.00,21.45
Sun Cruiser,6.64,55.00,362.00
Anteel Blood Orange Blanco,8.33,43.00,347.26
Bearded Iris Tunnel Vision,7.50,40.00,269.68
Chili Crisp Cheeseburger Sliders,11.08,44.00,339.00
Crescent 9 Raspberry Lime Seltzer 10mg can,12.00,41.00,480.00
Monday Night Slap Fight,7.02,43.00,302.00
NEW - Mojito Flight,15.00,42.00,627.00
Sceptre Death Metal Font,8.62,45.00,385.50
Side of Large Buttermilk Ranch Dressing*,0.99,48.00,47.52
Six Bridges Birramisu Imperial Porter,5.42,43.00,233.00
Westmalle Trappist Dubbel,11.30,43.00,456.00
Blakes Triple Jam,6.24,46.00,283.50
Hubbards Cave El Zacaton,6.88,41.00,242.50
New Realm Oatorius STOUT,6.53,43.00,257.00
Sagamore Rye Whiskey,10.90,40.00,436.00
Side of Cocktail,0.50,40.00,19.50
Tuesday 2 Beef Tacos,9.00,43.00,387.00
Cinnamon Twirl Flap Jacks,14.00,40.00,495.50
Island Daydream,7.00,31.00,206.78
LHH Jack Daniels,6.04,45.00,248.00
Madria Sangria Red*,8.50,41.00,293.75
New Belgium Dominga Paloma 10oz,7.00,41.00,255.50
Parish Strawberry Canebrake,5.84,38.00,222.00
Side of Cocktail*,0.50,41.00,20.00
Arches Moment In Time,6.46,41.00,265.00
Athletic Oktoberfest can,6.00,40.00,220.50
Blazing Cheesesteak (Fall25),15.77,41.00,610.59
Fire Maker Uno Mas Mexican Lager,6.13,40.00,240.44
Hi Wire 10W 40 Maple Breakfast Coffee Imperial Stout,6.41,37.00,237.00
Hi Wire Devils Foot Paloma Paloma Sour Ale,4.83,40.00,154.36
New - Hand breaded Pickle Chips,10.00,38.00,339.99
Pontoon Dad Bod,7.00,39.00,255.00
Round Trip Oktoberfest,5.98,40.00,222.00
Tripping Animals El Green Crippy,6.90,39.00,256.22
Veil Doom Volume,7.78,40.00,304.34
Aperol Aperitivo Liqueur,6.98,40.00,275.18
Edmunds Oast Pils,6.20,40.00,248.00
Kronenbourg 1664 btl,5.16,44.00,202.00
Oyster Bay Sauvignon Blanc BT,35.00,36.00,1254.00
Parish Actias Luna,7.79,39.00,286.40
Pessimist Red Blend 23 6oz,13.00,39.00,502.53
Pontoon Tall Dark and Smokey,7.45,38.00,275.00
Side of Spicy Mayo*,0.50,40.00,18.06
Yazoo Italian Pils,6.11,38.00,232.00
21st Amendment Hell or High Watermelon,4.86,37.00,176.31
Newtopia Chai Me A River,4.41,39.00,163.20
Pontoon New Wave,5.92,38.00,225.00
Rhinegeist Bubbles,6.54,39.00,250.20
SHORT BARREL TOASTED BOURBON,8.92,38.00,330.88
Side of Poblano Sauce*,0.50,39.00,17.62
Six Bridges Sour Continuum with Peach & Apricot,4.46,39.00,168.00
Tanqueray,8.39,37.00,308.80
BrewDog Cold Beer can,5.00,36.00,180.00
Fat Bottom Teddy Loves,6.61,38.00,250.26
Halfway Crooks Super Super Turbo Turbo,5.78,36.00,205.00
Lunch Titos & Soda,5.00,38.00,190.00
Printers Ale Magenta,6.82,38.00,259.00
Skygazer Pink Lemonade Shandy,5.66,38.00,201.00
Stone Delicious IPA can,5.50,36.00,191.95
Sweetwater IPA,6.81,37.00,245.00
Tap Salad w Steak,16.70,40.00,651.84
The Lost Druid Standing Ovation Italian Pilsner,7.26,35.00,238.00
Watermelon Wave,10.00,37.00,364.24
Daou Cabernet Sauvignon 6oz,15.00,32.00,480.00
Fried Pickles,10.00,36.00,350.00
HH Cheeseburger & Fries (Marketing Promo),10.07,36.00,346.00
Mercier Orchards Adeles Choice,6.46,39.00,248.50
Side Of Ranch,0.04,37.00,1.50
Southern Sunrise Melt,14.53,36.00,457.75
Westbrook White Thai can,7.00,37.00,259.00
BBQ Brisket Cheesesteak (Fall25),15.31,35.00,500.95
Bulleit Bourbon,13.46,35.00,471.00
Creature Comforts Classic City Lager can,5.00,36.00,180.00
Four Roses Single Barrel Bourbon,18.11,36.00,644.00
Macallan 12,20.56,39.00,688.89
Moody Tongue Cold Kiwi IPA,7.49,35.00,262.00
Side of Garlic Parmesan*,0.50,36.00,17.30
St Bernardus Kombine 2025,7.28,36.00,258.00
Sycamore Apple Pie Cider,5.69,36.00,199.16
The Revival Blues,11.00,36.00,393.50
Achouffe Cherry Chouffe Rouge,6.34,35.00,203.10
Boulevard Wood Baron Barrel Fresh Ale,6.09,35.00,213.00
Flamingo Skyline,10.00,35.00,349.00
Mast Landing Gunners Daughter Nitro,8.79,34.00,274.00
Parish Oktoberfest,8.73,33.00,274.28
Scofflaw Tropical Staycation,5.69,32.00,178.50
Sierra Nevada Northern Hemisphere Harvest Wet Hop IPA,8.52,31.00,237.00
Wild Heaven Emergency Drinking Beer,6.42,33.00,205.00
Aslin Apizza,4.09,34.00,139.00
Dewars,7.64,33.00,251.30
Embered Tropical Sunset,11.00,32.00,329.19
Highland Cerveza Lime,4.86,33.00,152.50
NEW - Hand Breaded Pickle Chips,10.18,34.00,346.00
New Realm Ale Of An Engineer,6.76,33.00,217.00
Side of Poblano,0.50,29.00,14.46
Fever Tree Ginger Beer btl,5.50,33.00,181.50
Hi Wire Smores Imperial Stout,6.18,33.00,189.00
NEW - Reeses Peanut Butter Cup Pretzel,9.18,31.00,265.28
Rise & Shine Pizza,14.60,32.00,447.71
Side Of Pickles,0.22,32.00,7.00
White Claw,6.21,33.00,199.00
Cranberry Juice,2.55,32.00,81.50
Monday Night Oktoberfest,6.31,32.00,200.50
Moody Tongue Chicago Common,8.52,31.00,261.41
Noah River Pinot Noir 6oz,7.00,30.00,203.00
Reformation Tracker IPA,7.12,33.00,234.28
Absolut Vodka,7.37,31.00,211.00
Bulleit 95 Rye Whiskey,8.60,30.00,258.00
Espresso Shot,3.37,30.00,99.00
Finnish Long Drink Peach can,5.00,30.00,141.94
NoFo Collateral Mexican Lager,6.43,30.00,179.00
White Tea Shot,8.00,37.00,264.50
Harpoon UFO Strawberry Lemonade Shandy can,5.00,27.00,130.00
Island of Misfits,11.00,24.00,264.00
Jeffersons Ocean,20.53,30.00,596.00
Side of Cowboy Sauce*,0.50,29.00,13.75
Yazoo All Dog Alert,5.70,30.00,171.00
90s Throwback Jersey (MM26),8.21,29.00,230.00
Achouffe Houblon Chouffe Tripel IPA,6.21,28.00,174.00
Amaretto Sour,7.97,29.00,195.32
Blakes Cherry Limeade can,5.72,23.00,123.25
Delirium Tremens BTL,14.07,28.00,376.00
Kalua Pork Sliders,12.14,29.00,292.13
Rustic Margherita Pizza,11.41,29.00,281.00
Side of Spicy Mustard,0.50,27.00,13.60
Twisted Tea Original,4.83,29.00,80.00
Wicked Weed Fest Bier,7.24,29.00,201.00
Aloha Burger,15.41,27.00,352.00
Basket of Fries,4.06,27.00,103.50
Bucket - Surfside Vodka Seltzers,25.00,23.00,556.24
Dogfish Head SeaQuench Ale can,5.31,26.00,123.00
Dr Pepper,2.93,27.00,79.00
Edmunds Oast The Innkeeper,6.57,28.00,174.52
Everything Bagel Pretzel,10.71,28.00,286.00
LHH Drink of the Week,7.00,27.00,186.55
Side of Hot Honey Sauce*,0.50,27.00,13.00
Brisket Panchos,13.75,25.00,264.67
Fall Line Oktoberfest can,3.00,25.00,75.00
HH Ole Smoke Carmel,4.50,26.00,117.00
Luau Chicken Skewers,8.00,24.00,172.00
Lunch Jack N Coke,5.00,27.00,135.00
Lunch Titos N Soda DBL,10.00,27.00,260.60
Maestro Dobel Diamante Tequila,12.16,38.00,420.00
New Realm Helluvienna Lager,7.00,27.00,187.68
Tap Salad w Shrimp,15.15,27.00,409.00
Caprese Salad,11.04,25.00,265.00
Heavy Seas Loose Cannon,7.38,26.00,192.00
Maine Root Ginger Beer 12B,3.09,25.00,74.16
Ranch,0.42,26.00,10.72
ReecesCompany Apple Pie,4.91,22.00,94.00
Side Of Salsa,0.04,26.00,1.00
Side of Hot Honey Sauce,0.50,26.00,12.50
Wheatley,7.73,26.00,201.00
Adictivo Double Reposado Tequila,13.00,30.00,377.00
Big Night On Ponce,5.00,24.00,120.00
Cheese Pizza,8.48,25.00,206.16
Full Court Floral (MM26),8.00,24.00,183.20
StillFire My Favorite Marzen,6.80,25.00,150.00
Tsingtao Beer btl,5.00,24.00,110.00
Anderson Valley Barney Flats can,4.36,22.00,96.00
Athletic Run Wild,5.85,23.00,131.75
Bacon**,3.00,23.00,30.00
Blade & Bow,16.61,31.00,483.36
Estrella Damm btl,5.83,23.00,128.00
Fried Mozzarella Sticks,3.83,24.00,79.48
Highland Daycation,5.43,23.00,119.57
Monday Night Field Trip,5.25,24.00,126.00
Side Caesar Salad,5.25,24.00,121.00
Six Bridges Craft Light Lager,5.04,25.00,126.00
Xingu btl,7.00,24.00,161.00
Bacon,2.91,23.00,34.00
Cinnamon Sugar Pizza Fritta,7.00,21.00,129.50
Flying Embers Cherry Hibiscus Lime Hard Kombucha can,7.00,22.00,152.25
HH NUTRL Watermelon Seltzer can,6.70,23.00,147.00
Rekorderlig Strawberry Lime can,6.86,22.00,144.00
SHORT BARREL CIGAR BLEND,19.39,23.00,426.20
Sauza Hornitos Plata Tequila,8.70,23.00,200.00
Surfside Raspberry Lemonade Vodka can,8.00,23.00,176.00
Victory Sour Monkey can,8.00,24.00,184.00
Biscuits,3.10,21.00,33.50
Bumbu Rum Original,7.00,25.00,136.50
Dunkel,7.05,22.00,155.00
Harpoon Dunkin Brown Sugar Espresso Stout can,5.00,21.00,91.98
LHH Teremana Blanco,6.00,20.00,93.00
Lift Bridge Orange Drink can,6.00,22.00,79.50
Scoop Of Ice Cream,2.30,22.00,50.50
Side Cinnamon Twirl,5.50,20.00,101.20
400 Conejos,11.39,23.00,249.00
Ace High! Imperial Berry Cider can,7.00,18.00,112.00
Atlanta Tepache Pineapple,5.71,21.00,120.00
Blue Moon,6.75,20.00,133.42
Bruichladdich Single Malt,10.11,19.00,169.90
Cheese Quesadilla,4.15,20.00,78.00
Lucky One,7.40,20.00,144.00
Summer Shandy,6.67,21.00,139.30
The Paloma Cocktail,11.50,21.00,238.62
Afterglow,12.00,20.00,226.76
Boulevard Dark Truth btl,6.00,20.00,111.00
Creamsicle Comeback (MM26),8.00,20.00,160.00
Daizys Tropical Punch Social Soda can,12.00,20.00,228.00
HH NUTRL Pineapple Seltzer can,5.97,19.00,113.50
High Noon Cherry btl,4.32,19.00,78.72
Jack N Coke Lunch,5.00,20.00,100.00
Kendall Jackson Chardonnay BT,40.00,13.00,460.31
Lemon Drop,7.22,23.00,152.00
New - Fried Green Beans,10.00,19.00,175.00
Side of Hot Wing Sauce,0.50,20.00,9.40
Yuengling Flight can,6.00,16.00,96.00
Angels Envy Cask Strength,27.63,19.00,525.00
Cervejaria Brahma Brahma Chopp Cerveja Pilsen Beer btl,4.00,19.00,76.00
Colada Rita,9.00,18.00,150.21
Jalapeno & Cheese Pretzel,11.12,19.00,200.20
LHH Pretzels,7.83,18.00,93.15
Lunch Jack & Coke,4.74,19.00,90.00
Ole Smoky Salted Caramel Whiskey,6.59,17.00,109.00
Titos,5.63,19.00,107.00
Trappistes Rochefort 10 btl,12.75,16.00,200.50
All American Pub Burger,13.17,18.00,199.00
Captain Morgan White,6.88,17.00,117.00
Lucky Charm Marg,9.00,18.00,157.67
Macallan 18,55.00,14.00,715.00
Printers Ale Cyan,7.00,18.00,126.00
Printers Ale Dylux,5.00,17.00,85.00
Printers Dylux,3.33,18.00,60.00
Side Cinnamon Twirl W Bacon,6.00,13.00,64.24
The Finnish Long Drink Strong can,8.00,18.00,142.66
Uncle Nearest 1856 Premium Whiskey,25.39,18.00,457.08
Anteel Coconut Lime Blanco,8.29,17.00,116.20
Canyon Road White Zinfandel 6,8.00,17.00,112.00
Cheese Pizza (Lunch),10.81,16.00,168.00
Mason Zombie,8.00,17.00,136.00
Moody Tongue Toasted Rice Lager,5.12,17.00,84.70
Pinnacle Whipped,6.70,27.00,161.55
Side Of Asian Chili Crisp,0.06,17.00,1.00
Side of Large Queso,1.00,17.00,9.50
Teremana Anejo Tequila,15.65,17.00,264.60
Anitas Choice Six Grain Bourbon,17.57,16.00,281.08
Bock,5.19,16.00,83.00
Brahma Bottle,5.20,15.00,78.00
Co Everyday Cyan,6.13,16.00,91.00
El Cristiano Reposado,18.75,16.00,300.00
Flamin Hot Mini Corn Dogs,9.00,15.00,107.61
HH Dewars White,8.10,15.00,121.50
Hummus Bowl,10.00,16.00,105.00
Ice Cream,2.19,16.00,24.47
Molten Guava,10.00,12.00,109.00
Moonshine,4.43,14.00,62.00
Papa Pilars Rum Dark,8.47,16.00,135.50
Pineapple Juice,2.50,16.00,40.00
Southern Brewing Pomegranate Fruit Flash can,6.50,16.00,59.00
Van Gogh Double Espresso,8.27,15.00,120.00
Dirty Bird,5.00,15.00,73.22
Dive Beer Cold Glass,3.00,15.00,43.32
Donut Holes,5.50,11.00,55.00
Florida Man,4.87,15.00,73.00
HH NUTRL Blackberry Lemonade can,6.00,15.00,87.52
High NoonCherry btl,7.00,14.00,94.50
Kona Draft,5.20,15.00,12.00
Meatball Sub,10.77,13.00,100.06
Moody Tongue Hopfenwisse,8.41,17.00,134.00
Noah River Chardonnay 6oz,7.00,13.00,91.00
Oktoberfest,7.15,13.00,85.48
PB&J Shot,5.21,14.00,48.00
